,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Education_Associate_Degree,Education_Bachelor_Degree,Education_Doctorate_Degree,Education_GED_or_Alternative_Credential,Education_Master_Degree,Education_No_Schooling_Completed,Education_Nursery_School_to_8th_Grade,Education_Professional_School_Degree,Education_Regular_High_School_Diploma,Education_Some_College__1_or_More_Years__No_Degree,Education_Some_College__Less_than_1_Year,Employment_Part_Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Prefer_not_to_answer,Churn_Yes,Techie_Yes,Contract_One_year,Contract_Two_Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber_Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit_Card__auto,PaymentMethod_Electronic_Check,PaymentMethod_Mailed_Check
4517,10.0,66.0,61921.5,3.303492,0,17.24595,131.7035,2399.954,2,2,2,4,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
4523,1.0,28.0,23660.82,9.36175,0,7.668017,213.5143,1139.028,4,4,4,4,3,5,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
4525,2.0,55.0,79125.31,9.692487,0,10.07469,148.2945,1527.978,5,4,5,4,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
4532,2.0,71.0,93402.26,11.52213,0,10.65198,231.7262,1855.2,2,2,3,2,4,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
4533,0.0,89.0,33004.01,5.365985,0,7.957264,244.2902,1194.312,3,2,3,4,3,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1
4535,4.0,39.0,43769.45,10.16618,0,18.07558,172.438,2082.761,4,3,4,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
4541,2.0,53.0,21579.33,10.54876,1,4.83427,258.784,1159.365,2,2,2,5,4,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0
4543,9.0,30.0,85003.51,5.915712,0,22.05688,198.069,2696.777,4,4,4,4,4,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
4544,2.0,78.0,3598.04,13.11571,0,10.35346,185.2444,1640.316,3,3,3,3,4,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0
4557,1.0,51.0,48170.55,7.80725,1,18.44435,129.4092,2182.756,2,2,4,5,4,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
4575,1.0,44.0,31012.18,12.09592,0,7.84461,136.4733,1024.766,3,3,3,4,3,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
4579,0.0,66.0,19161.27,6.735399,1,3.147832,159.9227,562.8049,4,4,5,4,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
4589,1.0,53.0,38916.4,41.74928,1,6.2061,215.6768,904.318,3,3,3,4,2,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
4593,1.0,66.0,24929.75,8.666662,0,7.634806,144.3453,753.7252,5,5,4,2,4,4,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
4597,3.0,20.0,27558.14,9.668907,1,2.507107,144.9294,463.6733,3,2,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
4600,2.0,39.0,14638.15,14.7739,1,10.35845,169.4248,1349.873,4,5,4,5,2,5,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
4604,0.0,21.0,82130.46,8.67944,0,7.445235,150.4584,1450.16,4,3,4,3,5,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4608,0.0,35.0,56315.69,36.64195,0,4.768185,167.5564,1138.754,4,3,5,4,3,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
4611,1.0,40.0,41819.9,14.33967,0,16.58054,159.7145,1734.504,3,2,3,3,4,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1
4612,3.0,75.0,116628.8,5.616133,0,1.921112,158.178,397.1455,5,4,5,4,4,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0
4616,8.0,68.0,31469.99,15.90975,1,1.574932,150.7959,711.8546,5,6,5,4,3,6,6,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
4618,2.0,52.0,99168.2,12.79968,0,9.613541,150.1641,1083.775,4,3,2,3,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
4619,1.0,20.0,15200.71,10.33792,0,12.22703,128.6517,1782.043,4,4,5,2,4,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
4620,1.0,86.0,23583.59,47.04928,0,9.517342,225.2055,1162.433,5,4,4,3,2,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
4624,4.0,41.0,19089.26,7.148133,0,10.14235,80.55204,979.271,4,3,4,3,4,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4629,8.0,36.0,18232.01,11.49609,0,15.46234,177.6995,1786.342,2,1,2,5,5,3,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
4633,4.0,54.0,27152.87,10.25138,0,5.924783,159.5451,880.8738,2,3,3,2,4,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
4641,2.0,65.0,44087.97,5.854565,1,7.813168,152.7328,923.5059,4,4,5,5,3,6,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
4645,8.0,25.0,46766.41,9.773437,1,13.21297,161.0371,1743.325,5,4,4,2,4,5,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
4677,10.0,34.0,63574.11,10.30881,0,4.533178,235.6642,1396.329,3,4,4,3,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
4686,3.0,73.0,21336.57,7.367759,3,11.5917,153.0398,1786.98,2,3,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0
4692,0.0,55.0,29360.19,9.929884,0,14.58336,164.7944,1581.658,4,3,3,2,3,5,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0
4693,0.0,41.0,44031.24,5.689478,0,2.856149,94.54991,830.1003,2,2,3,5,4,4,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4694,5.0,77.0,19315.16,9.199786,0,8.390283,125.1731,835.0734,6,6,5,4,3,5,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
4705,0.0,32.0,21594.76,18.32442,0,7.766899,186.2568,1166.168,4,4,4,5,3,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0
4712,1.0,67.0,13773.86,9.049367,0,18.84228,161.6418,1836.018,3,3,3,4,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
4716,3.0,82.0,84637.15,14.65539,0,12.13697,195.843,1288.655,4,3,3,4,3,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
4718,2.0,34.0,32331.8,9.187158,0,2.246214,183.1159,632.476,4,5,4,3,5,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
4720,1.0,66.0,21810.7,8.826398,0,4.685087,216.2522,843.7651,4,3,4,3,3,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0
4722,2.0,53.0,32753.3,8.984439,0,2.680333,124.6542,352.0824,4,4,3,4,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
4723,0.0,64.0,15037.18,13.44453,1,9.283599,172.81,1440.631,6,5,6,3,2,5,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4729,2.0,28.0,79152.4,9.103164,0,5.364231,239.1345,1145.097,5,4,4,4,3,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
4735,4.0,52.0,38163.25,10.78283,1,17.06338,174.8142,1988.89,4,5,4,4,3,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
4736,0.0,48.0,48571.22,7.654636,0,6.723311,223.0716,1602.941,5,5,4,3,3,6,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0
4742,1.0,44.0,12187.37,11.23537,2,1.726448,119.5272,847.9529,5,4,4,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
4743,10.0,40.0,42964.75,9.672736,0,11.51671,125.5053,1438.43,3,3,5,4,2,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
4746,2.0,58.0,46775.2,34.00463,0,23.59578,158.3506,2632.143,1,1,1,3,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
4751,0.0,83.0,19271.85,14.33459,0,5.792269,147.0701,433.9442,7,6,6,4,3,4,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
4754,1.0,47.0,14377.15,6.696481,1,17.30262,182.1152,2275.344,3,3,2,3,4,3,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4769,0.0,22.0,73162.55,37.69251,0,6.033703,123.312,824.408,4,4,4,4,3,5,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
4771,3.0,58.0,9245.84,7.437395,1,12.28997,129.1355,1388.75,4,4,3,4,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
4776,0.0,70.0,58992.27,12.36685,0,25.68013,242.4561,3070.896,2,2,2,1,3,2,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
4784,1.0,80.0,37577.46,13.36325,0,2.77885,244.7074,1187.892,3,2,2,5,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0
4788,1.0,61.0,78090.5,4.351407,1,7.334657,152.3526,1253.932,3,3,4,2,5,4,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
4799,0.0,68.0,5540.89,9.407371,0,15.62643,203.3659,1624.87,3,2,1,3,5,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1
4801,1.0,48.0,76333.6,11.32166,0,8.696148,172.2623,1475.739,3,3,5,2,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
4802,3.0,55.0,14676.6,10.68535,0,21.49074,235.3954,2886.679,3,3,4,4,4,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1
4806,4.0,81.0,26278.72,10.26543,0,19.48387,195.5412,2038.975,5,4,4,3,3,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0
4814,1.0,78.0,24927.42,12.50733,0,7.888574,147.1504,810.3781,4,5,5,5,4,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0
4819,1.0,58.0,20474.19,9.34757,0,3.876069,196.3498,1218.663,3,3,4,4,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1
4826,0.0,21.0,40948.07,8.799756,0,1.530293,228.5948,814.3727,2,3,3,3,4,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
4827,2.0,68.0,79645.56,6.310889,0,5.976743,193.5815,1312.119,3,3,4,1,5,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
4830,0.0,72.0,37864.06,17.81207,1,6.088456,160.5801,656.0906,2,2,2,3,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
4837,6.0,87.0,40203.66,12.13721,0,6.913925,206.5712,1536.364,5,4,5,3,4,3,4,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
4843,1.0,80.0,22918.99,11.55955,0,16.57839,123.921,1771.851,3,4,2,4,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4846,1.0,36.0,12993.3,12.4557,0,4.212653,148.6362,659.4098,3,3,4,1,5,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
4850,3.0,83.0,42800.66,9.275279,0,2.250238,239.6566,693.3489,5,4,4,5,3,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
4855,2.0,34.0,56733.5,10.88277,0,15.1631,226.5259,1849.418,3,3,3,3,4,4,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
4857,1.0,21.0,35775.82,13.67965,1,5.111844,209.0714,1062.404,4,4,4,2,4,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
4860,3.0,69.0,31263.34,10.24765,0,6.275924,116.8639,1196.239,3,3,2,3,4,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
4862,2.0,63.0,114551.7,11.91048,0,7.761878,105.3811,1231.447,2,3,2,3,3,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4866,0.0,28.0,94788.34,14.16825,0,1.74299,104.578,453.3963,3,3,3,2,3,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
4869,4.0,49.0,42033.71,5.609997,1,15.39062,150.4909,1719.699,4,4,3,3,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
4872,0.0,36.0,24084.76,8.298518,0,8.686291,164.4348,992.4259,4,4,3,3,5,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
4880,0.0,47.0,16013.09,7.915445,0,6.398242,197.6892,1348.318,5,4,4,3,3,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
4890,6.0,70.0,83334.79,6.364972,2,6.495239,196.624,1558.695,3,4,2,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0
4896,0.0,23.0,22588.39,12.30849,1,11.12081,181.204,1321.611,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0
4897,1.0,44.0,79358.93,4.985563,1,17.55118,114.1097,1991.629,2,4,3,5,4,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4898,2.0,34.0,25142.24,1.702717,0,4.795038,126.7983,1096.599,3,4,4,2,4,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4908,10.0,85.0,39001.57,11.58148,0,12.00948,287.3384,1885.395,4,4,3,4,4,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
4910,3.0,34.0,33533.36,9.707848,1,9.696166,247.3596,2089.326,2,2,4,4,2,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
4913,3.0,69.0,87277.75,14.64981,0,4.301967,176.3025,1122.244,6,6,6,6,3,7,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
4915,1.0,63.0,43369.94,8.730471,0,5.119045,147.3966,645.1545,4,4,5,2,5,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4919,0.0,45.0,13216.99,7.926198,0,4.64085,144.6065,1166.217,4,4,5,2,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0
4925,1.0,77.0,12416.94,11.78808,1,14.13869,240.0522,1672.619,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
4926,1.0,87.0,61291.33,8.27245,1,17.61732,172.7345,2123.831,2,3,3,3,5,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
4931,0.0,22.0,21413.24,10.12987,0,6.422331,278.01,1316.361,3,3,4,3,4,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0
4932,1.0,70.0,10832.15,7.674743,0,8.91671,180.6804,1024.783,4,4,4,3,2,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
4934,0.0,41.0,6204.51,11.35605,1,2.184299,195.1978,701.4431,4,3,4,6,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0
4937,3.0,57.0,8348.29,4.69536,0,12.27603,116.4462,1251.457,4,5,4,4,4,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0
4942,2.0,26.0,29977.3,9.521937,0,6.214633,172.315,1056.212,5,4,4,3,3,4,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
4944,3.0,61.0,25480.46,14.91736,1,4.197945,112.4636,550.0787,3,4,4,3,3,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
4954,3.0,66.0,10219.32,7.339165,1,4.771263,114.5603,501.6284,2,3,2,3,4,4,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4957,3.0,48.0,45688.19,10.34487,0,11.43916,118.9201,1286.133,3,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
4958,2.0,89.0,15207.5,9.173541,0,10.70911,255.5115,1975.679,3,4,2,2,6,3,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
4968,4.0,43.0,55267.18,9.678312,2,5.533306,172.9128,1017.062,4,3,4,4,2,5,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
4976,1.0,24.0,2405.39,12.84944,0,8.930383,239.5624,1419.63,3,3,4,4,2,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
4978,3.0,56.0,35497.4,12.10542,1,8.004483,266.0311,1422.556,6,6,5,3,4,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
